hud_area_code	hud_areaname	rent_50_0	rent_50_1	rent_50_2	rent_50_3	rent_50_4
METRO41860MM7360	San Francisco, CA HUD Metro FMR Area	2,427	3,000	3,590	4,406	4,823
METRO41940M41940	San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area	2,443	2,763	3,233	4,122	4,619
METRO42100M42100	Santa Cruz-Watsonville, CA MSA	2,301	2,602	3,425	4,240	4,751
METRO42200M42200	Santa Maria-Santa Barbara, CA MSA	2,162	2,490	2,826	3,730	4,240
METRO14460MM1120	Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area	2,181	2,368	2,838	3,454	3,812
METRO41500M41500	Salinas, CA MSA	2,236	2,324	2,833	4,014	4,389
METRO35620MM5600	New York, NY HUD Metro FMR Area	2,273	2,323	2,624	3,296	3,551
METRO14860MM8040	Stamford-Norwalk, CT HUD Metro FMR Area	1,893	2,321	2,796	3,448	3,756
METRO31080MM5945	Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area	2,087	2,274	2,733	3,712	4,340
NCNTY25007N25007	Dukes County, MA	1,900	2,200	2,485	3,223	3,398
METRO37100M37100	Oxnard-Thousand Oaks-Ventura, CA MSA	1,863	2,189	2,653	3,685	4,334
METRO41860MM5775	Oakland-Fremont, CA HUD Metro FMR Area	1,826	2,169	2,649	3,462	4,082
NCNTY25019N25019	Nantucket County, MA	1,866	2,142	2,791	3,432	3,817
METRO35620MM5380	Nassau-Suffolk, NY HUD Metro FMR Area	1,652	2,059	2,470	3,175	3,489
METRO41740M41740	San Diego-Carlsbad, CA MSA	1,868	2,055	2,615	3,574	4,347
METRO42660MM7600	Seattle-Bellevue, WA HUD Metro FMR Area	1,956	2,011	2,351	3,157	3,684
METRO35620MM3640	Jersey City, NJ HUD Metro FMR Area	1,934	1,995	2,288	2,825	3,074
METRO34900M34900	Napa, CA MSA	1,724	1,959	2,578	3,550	3,597
METRO31080MM4480	Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area	1,690	1,925	2,448	3,181	3,493
METRO46520M46520	Urban Honolulu, HI MSA	1,723	1,892	2,477	3,520	4,219
METRO42220M42220	Santa Rosa, CA MSA	1,646	1,848	2,432	3,349	3,624
METRO48325M48325	Westchester County, NY Statutory Exception Area	1,545	1,796	2,183	2,706	2,994
NCNTY15007N15007	Kauai County, HI	1,578	1,793	2,360	3,168	3,856
METRO46700M46700	Vallejo-Fairfield, CA MSA	1,566	1,776	2,152	3,058	3,580
NCNTY12087N12087	Monroe County, FL	1,662	1,773	2,246	2,853	3,811
NCNTY08097N08097	Pitkin County, CO	1,522	1,771	2,127	2,605	3,540
METRO27980M27980	Kahului-Wailuku-Lahaina, HI MSA	1,681	1,761	2,178	2,995	3,229
METRO39300MM1200	Easton-Raynham, MA HUD Metro FMR Area	1,748	1,759	2,316	2,819	3,490
METRO47900M47900	Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area	1,711	1,740	1,980	2,476	2,954
METRO14860MM1930	Danbury, CT HUD Metro FMR Area	1,442	1,733	2,157	2,749	2,931
METRO14500M14500	Boulder, CO MSA	1,515	1,712	2,073	2,756	3,259
METRO41940N06069	San Benito County, CA HUD Metro FMR Area	1,503	1,708	2,248	3,195	3,829
METRO35620MM0875	Bergen-Passaic, NJ HUD Metro FMR Area	1,428	1,706	1,980	2,459	3,090
METRO38900M38900	Portland-Vancouver-Hillsboro, OR-WA MSA	1,574	1,689	1,930	2,702	3,143
METRO42020M42020	San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA	1,507	1,688	2,222	3,064	3,412
NCNTY08117N08117	Summit County, CO	1,435	1,672	1,977	2,810	3,368
METRO33100MM5000	Miami-Miami Beach-Kendall, FL HUD Metro FMR Area	1,472	1,670	2,078	2,734	3,239
METRO33100MM8960	West Palm Beach-Boca Raton, FL HUD Metro FMR Area	1,365	1,670	2,042	2,728	3,337
METRO19740M19740	Denver-Aurora-Lakewood, CO MSA	1,505	1,665	2,009	2,650	2,976
METRO12700M12700	Barnstable Town, MA MSA	1,492	1,655	2,178	2,665	2,963
NCNTY08037N08037	Eagle County, CO	1,451	1,649	2,170	2,662	2,915
NCNTY78020N78020	St. John Island, VI	1,378	1,633	2,029	2,469	2,726
METRO35620MM5015	Middlesex-Somerset-Hunterdon, NJ HUD Metro FMR Area	1,431	1,623	2,054	2,500	2,759
METRO39300N44005	Newport-Middleton-Portsmouth, RI HUD Metro FMR Area	1,585	1,618	2,095	2,809	3,468
METRO14460MM4560	Lowell, MA HUD Metro FMR Area	1,428	1,587	2,083	2,535	2,798
METRO38060M38060	Phoenix-Mesa-Scottsdale, AZ MSA	1,450	1,584	1,878	2,575	2,931
METRO33100MM2680	Fort Lauderdale, FL HUD Metro FMR Area	1,461	1,580	1,975	2,761	3,364
METRO34940M34940	Naples-Immokalee-Marco Island, FL MSA	1,383	1,577	1,928	2,571	2,654
METRO38860MM6400	Portland, ME HUD Metro FMR Area	1,341	1,563	2,006	2,529	2,948
METRO40900MM9270	Yolo, CA HUD Metro FMR Area	1,517	1,539	2,026	2,803	3,362
METRO36740M36740	Orlando-Kissimmee-Sanford, FL MSA	1,445	1,536	1,745	2,229	2,703
METRO40140M40140	Riverside-San Bernardino-Ontario, CA MSA	1,404	1,533	1,920	2,605	3,204
NCNTY02050N02050	Bethel Census Area, AK	1,524	1,533	1,956	2,381	2,628
METRO40900M40900	Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area	1,384	1,518	1,904	2,706	3,152
METRO14460MM1200	Brockton, MA HUD Metro FMR Area	1,334	1,516	1,995	2,543	2,900
METRO35300MM1160	Milford-Ansonia-Seymour, CT HUD Metro FMR Area	1,184	1,516	1,771	2,155	3,017
METRO12060M12060	Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area	1,457	1,489	1,682	2,047	2,500
METRO45300M45300	Tampa-St. Petersburg-Clearwater, FL MSA	1,390	1,488	1,787	2,287	2,804
METRO14460MM4160	Lawrence, MA-NH HUD Metro FMR Area	1,282	1,487	1,918	2,334	2,577
METRO16700M16700	Charleston-North Charleston, SC MSA	1,452	1,484	1,676	2,084	2,620
METRO12420M12420	Austin-Round Rock, TX MSA	1,341	1,483	1,740	2,235	2,585
METRO14740M14740	Bremerton-Silverdale, WA MSA	1,294	1,479	1,935	2,600	3,128
NCNTY02016N02016	Aleutians West Census Area, AK	1,297	1,474	1,940	2,361	2,606
METRO14460MM4760	Western Rockingham Urban Honolulu, NH HUD Metro FMR Area	1,453	1,462	1,925	2,736	3,021
METRO31700MM5350	Nashua, NH HUD Metro FMR Area	1,282	1,456	1,917	2,459	2,653
METRO22380M22380	Flagstaff, AZ MSA	1,358	1,447	1,787	2,184	2,641
METRO35620MM5640	Newark, NJ HUD Metro FMR Area	1,216	1,442	1,730	2,195	2,579
METRO19100M19100	Dallas, TX HUD Metro FMR Area	1,367	1,440	1,699	2,141	2,792
METRO35300MM5480	New Haven-Meriden, CT HUD Metro FMR Area	1,295	1,439	1,757	2,158	2,435
METRO45940M45940	Trenton, NJ MSA	1,262	1,439	1,887	2,297	2,535
METRO14860MM1160	Bridgeport, CT HUD Metro FMR Area	1,189	1,434	1,778	2,271	2,652
NCNTY15005N15005	Kalawao County, HI	1,258	1,429	1,881	2,436	2,684
NCNTY02185N02185	North Slope Borough, AK	1,253	1,424	1,874	2,281	2,517
NCNTY02188N02188	Northwest Arctic Borough, AK	1,252	1,422	1,872	2,505	2,515
NCNTY08067N08067	La Plata County, CO	1,189	1,421	1,605	2,084	2,734
METRO42660MM8200	Tacoma, WA HUD Metro FMR Area	1,267	1,411	1,773	2,520	2,956
METRO25940N45013	Beaufort County, SC HUD Metro FMR Area	1,379	1,410	1,592	1,998	2,611
METRO27060M27060	Ithaca, NY MSA	1,308	1,406	1,639	2,084	2,202
METRO15680M15680	California-Lexington Park, MD MSA	1,385	1,405	1,696	2,303	2,629
NCNTY08113N08113	San Miguel County, CO	1,237	1,405	1,850	2,252	2,988
NCNTY08107N08107	Routt County, CO	1,374	1,383	1,820	2,215	3,100
METRO35840M35840	North Port-Sarasota-Bradenton, FL MSA	1,150	1,378	1,720	2,281	2,715
METRO35620MM5190	Monmouth-Ocean, NJ HUD Metro FMR Area	1,230	1,372	1,719	2,353	2,619
METRO49340MM1120	Eastern Worcester County, MA HUD Metro FMR Area	1,208	1,372	1,806	2,448	2,912
NCNTY15001N15001	Hawaii County, HI	1,207	1,366	1,791	2,304	2,433
METRO39900M39900	Reno, NV MSA	1,151	1,365	1,722	2,447	2,933
METRO16980M16980	Chicago-Joliet-Naperville, IL HUD Metro FMR Area	1,259	1,364	1,565	1,986	2,361
METRO11700M11700	Asheville, NC HUD Metro FMR Area	1,331	1,361	1,537	2,044	2,618
METRO49340M49340	Worcester, MA HUD Metro FMR Area	1,318	1,361	1,750	2,130	2,351
METRO12580M12580	Baltimore-Columbia-Towson, MD MSA	1,173	1,359	1,678	2,177	2,491
METRO10900MM5640	Warren County, NJ HUD Metro FMR Area	1,227	1,358	1,638	2,031	2,343
METRO31700MM4760	Manchester, NH HUD Metro FMR Area	1,206	1,354	1,763	2,146	2,416
METRO34980M34980	Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area	1,323	1,353	1,528	1,910	2,361
METRO39580M39580	Raleigh, NC MSA	1,313	1,353	1,528	1,875	2,481
METRO12100M12100	Atlantic City-Hammonton, NJ MSA	1,158	1,347	1,696	2,399	2,620
METRO41620M41620	Salt Lake City, UT HUD Metro FMR Area	1,123	1,345	1,608	2,204	2,468
METRO14460MM6450	Portsmouth-Rochester, NH HUD Metro FMR Area	1,208	1,339	1,699	2,211	2,704
METRO38860MM6450	York-Kittery-South Berwick, ME HUD Metro FMR Area	1,196	1,339	1,762	2,429	3,001
METRO39300MM1120	Taunton-Mansfield-Norton, MA HUD Metro FMR Area	1,176	1,339	1,759	2,215	2,422
NCNTY02150N02150	Kodiak Island Borough, AK	1,178	1,339	1,762	2,178	2,618
METRO39100M39100	Poughkeepsie-Newburgh-Middletown, NY MSA	1,218	1,333	1,712	2,180	2,420
METRO22660M22660	Fort Collins, CO MSA	1,308	1,332	1,664	2,365	2,670
METRO36500M36500	Olympia-Tumwater, WA MSA	1,204	1,329	1,555	2,210	2,649
METRO19100MM2800	Fort Worth-Arlington, TX HUD Metro FMR Area	1,183	1,327	1,565	2,071	2,564
METRO15540M15540	Burlington-South Burlington, VT MSA	1,220	1,326	1,730	2,123	2,324
NCNTY02180N02180	Nome Census Area, AK	1,312	1,320	1,665	2,366	2,527
NCNTY66010N66010	Guam	1,203	1,320	1,737	2,469	2,959
METRO25540MM5480	Southern Middlesex County, CT HUD Metro FMR Area	1,142	1,314	1,708	2,427	2,909
METRO37980M37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA	1,166	1,314	1,585	1,929	2,242
METRO29820M29820	Las Vegas-Henderson-Paradise, NV MSA	1,129	1,309	1,573	2,236	2,660
NCNTY56039N56039	Teton County, WY	1,295	1,303	1,644	2,316	2,800
METRO16740M16740	Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area	1,260	1,288	1,455	1,845	2,383
METRO25540M25540	Hartford-West Hartford-East Hartford, CT HUD Metro FMR Area	1,068	1,287	1,598	1,945	2,373
NCNTY08091N08091	Ouray County, CO	1,275	1,284	1,690	2,245	2,371
METRO41700N48259	Kendall County, TX HUD Metro FMR Area	1,056	1,279	1,580	1,923	2,418
METRO36140M36140	Ocean City, NJ MSA	1,133	1,276	1,680	2,085	2,257
METRO39300M39300	Providence-Fall River, RI-MA HUD Metro FMR Area	1,160	1,275	1,534	1,867	2,306
METRO13460M13460	Bend-Redmond, OR MSA	1,075	1,274	1,605	2,281	2,734
METRO39300MM5520	Westerly-Hopkinton-New Shoreham, RI HUD Metro FMR Area	1,265	1,272	1,519	1,990	2,587
METRO40060M40060	Richmond, VA MSA	1,244	1,271	1,436	1,856	2,258
METRO17820M17820	Colorado Springs, CO HUD Metro FMR Area	1,095	1,270	1,593	2,264	2,713
NCNTY02068N02068	Denali Borough, AK	1,169	1,266	1,667	2,029	2,530
NCNTY49043N49043	Summit County, UT	1,257	1,266	1,666	2,028	2,424
METRO16820M16820	Charlottesville, VA MSA	1,258	1,265	1,512	1,880	2,330
METRO31540M31540	Madison, WI HUD Metro FMR Area	1,077	1,265	1,474	1,936	2,183
METRO44700M44700	Stockton-Lodi, CA MSA	1,129	1,257	1,642	2,334	2,797
METRO35980M35980	Norwich-New London, CT HUD Metro FMR Area	1,030	1,251	1,541	1,996	2,625
METRO38940M38940	Port St. Lucie, FL MSA	1,240	1,248	1,569	2,119	2,438
METRO28740M28740	Kingston, NY MSA	1,174	1,245	1,615	2,114	2,355
METRO11460M11460	Ann Arbor, MI MSA	1,239	1,244	1,494	1,818	2,079
NCNTY53055N53055	San Juan County, WA	1,133	1,241	1,634	2,183	2,390
METRO15980M15980	Cape Coral-Fort Myers, FL MSA	1,232	1,240	1,576	2,059	2,343
METRO18700M18700	Corvallis, OR MSA	1,184	1,239	1,530	2,174	2,578
METRO33460M33460	Minneapolis-St. Paul-Bloomington, MN-WI HUD Metro FMR Area	1,086	1,239	1,520	2,066	2,382
NCNTY02110N02110	Juneau City and Borough, AK	1,056	1,239	1,580	2,245	2,357
METRO35980MM3280	Colchester-Lebanon, CT HUD Metro FMR Area	1,090	1,238	1,630	2,221	2,776
METRO16980MM3780	Kendall County, IL HUD Metro FMR Area	1,226	1,235	1,625	2,309	2,345
METRO33260M33260	Midland, TX HUD Metro FMR Area	1,226	1,233	1,468	1,855	2,501
METRO37340M37340	Palm Bay-Melbourne-Titusville, FL MSA	1,038	1,233	1,483	1,978	2,354
NCNTY06051N06051	Mono County, CA	1,142	1,225	1,493	2,122	2,411
METRO20500M20500	Durham-Chapel Hill, NC HUD Metro FMR Area	1,217	1,224	1,419	1,801	2,192
METRO18880M18880	Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area	1,146	1,220	1,423	1,898	2,424
METRO26420M26420	Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area	1,144	1,216	1,452	1,913	2,473
METRO37460M37460	Panama City, FL MSA	1,142	1,216	1,408	1,934	2,398
METRO47260M47260	Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area	1,192	1,215	1,420	1,984	2,419
METRO44300M44300	State College, PA MSA	1,184	1,206	1,395	1,711	1,874
METRO47220M47220	Vineland-Bridgeton, NJ MSA	1,156	1,206	1,552	2,048	2,194
METRO21820M21820	Fairbanks, AK MSA	1,060	1,204	1,585	2,253	2,700
METRO42340M42340	Savannah, GA MSA	1,116	1,204	1,360	1,857	2,174
METRO42140M42140	Santa Fe, NM MSA	1,048	1,198	1,376	1,760	1,956
METRO26420MM1145	Brazoria County, TX HUD Metro FMR Area	904	1,197	1,352	1,742	2,303
METRO38860N23005	Cumberland County, ME (part) HUD Metro FMR Area	1,068	1,196	1,574	1,985	2,145
METRO27260M27260	Jacksonville, FL HUD Metro FMR Area	1,035	1,195	1,413	1,817	2,302
METRO48900M48900	Wilmington, NC HUD Metro FMR Area	920	1,195	1,358	1,801	2,313
NCNTY02220N02220	Sitka City and Borough, AK	1,027	1,193	1,414	2,010	2,394
NCNTY08045N08045	Garfield County, CO	1,186	1,193	1,471	2,018	2,466
NCNTY49051N49051	Wasatch County, UT	900	1,192	1,346	1,903	2,201
METRO19660M37380	Palm Coast, FL HUD Metro FMR Area	1,002	1,191	1,498	1,981	2,305
METRO17820N08119	Teller County, CO HUD Metro FMR Area	953	1,189	1,425	2,025	2,427
METRO34580M34580	Mount Vernon-Anacortes, WA MSA	1,007	1,189	1,506	2,140	2,485
METRO10900M10900	Allentown-Bethlehem-Easton, PA HUD Metro FMR Area	1,042	1,188	1,505	1,929	2,022
NCNTY08049N08049	Grand County, CO	1,028	1,182	1,335	1,643	2,274
METRO38860N23031	York County, ME (part) HUD Metro FMR Area	1,118	1,179	1,463	1,901	2,139
NCNTY53029N53029	Island County, WA	1,168	1,175	1,489	2,116	2,517
NCNTY78030N78030	St. Thomas Island, VI	980	1,171	1,465	1,783	1,968
METRO13380M13380	Bellingham, WA MSA	1,104	1,169	1,439	2,045	2,451
METRO10580M10580	Albany-Schenectady-Troy, NY MSA	1,045	1,166	1,418	1,726	1,905
METRO35620MM5660	Pike County, PA HUD Metro FMR Area	1,157	1,165	1,533	1,996	2,561
METRO24540M24540	Greeley, CO MSA	1,039	1,162	1,508	2,143	2,356
NCNTY24041N24041	Talbot County, MD	1,107	1,162	1,312	1,865	2,235
METRO38340M38340	Pittsfield, MA HUD Metro FMR Area	984	1,161	1,472	1,881	1,989
NCNTY08015N08015	Chaffee County, CO	953	1,153	1,302	1,710	2,218
METRO35300MM8880	Waterbury, CT HUD Metro FMR Area	952	1,151	1,424	1,815	2,189
METRO38340N25003	Berkshire County, MA (part) HUD Metro FMR Area	1,010	1,148	1,511	1,839	2,219
NCNTY08111N08111	San Juan County, CO	1,139	1,147	1,463	1,781	1,965
NCNTY32005N32005	Douglas County, NV	937	1,145	1,378	1,958	2,077
METRO33700M33700	Modesto, CA MSA	1,109	1,144	1,457	2,059	2,410
METRO19660M19660	Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area	935	1,141	1,398	1,843	1,903
METRO31700N33011	Hillsborough County, NH (part) HUD Metro FMR Area	1,132	1,140	1,500	1,913	2,238
METRO41700M41700	San Antonio-New Braunfels, TX HUD Metro FMR Area	988	1,138	1,380	1,755	2,139
NCNTY08065N08065	Lake County, CO	1,054	1,137	1,284	1,825	2,074
NCNTY06057N06057	Nevada County, CA	1,127	1,134	1,493	2,122	2,430
NCNTY09005N09005	Litchfield County, CT	984	1,134	1,471	1,790	1,976
METRO19820MM0440	Livingston County, MI HUD Metro FMR Area	894	1,133	1,337	1,811	2,002
NCNTY02230N02230	Skagway Municipality, AK	1,018	1,133	1,468	1,787	2,228
NCNTY33013N33013	Merrimack County, NH	1,018	1,133	1,492	1,944	2,004
METRO18880N12131	Walton County, FL HUD Metro FMR Area	998	1,131	1,278	1,673	1,952
METRO39150M39150	Prescott Valley-Prescott, AZ MSA	929	1,130	1,389	1,919	2,218
METRO23580M23580	Gainesville, GA MSA	1,027	1,128	1,274	1,615	1,834
NCNTY32021N32021	Mineral County, NV	986	1,121	1,475	2,086	2,431
METRO14260M14260	Boise City, ID HUD Metro FMR Area	981	1,118	1,383	1,944	2,279
METRO49340MM2600	Fitchburg-Leominster, MA HUD Metro FMR Area	1,054	1,116	1,448	1,864	2,176
NCNTY33009N33009	Grafton County, NH	980	1,114	1,466	1,871	2,246
METRO36260M36260	Ogden-Clearfield, UT HUD Metro FMR Area	1,015	1,107	1,353	1,861	2,256
METRO39300MM5400	New Bedford, MA HUD Metro FMR Area	937	1,106	1,350	1,643	1,814
METRO29540M29540	Lancaster, PA MSA	963	1,105	1,387	1,759	1,863
METRO18580M18580	Corpus Christi, TX MSA	1,015	1,104	1,348	1,760	2,059
METRO25260M25260	Hanford-Corcoran, CA MSA	1,095	1,102	1,368	1,944	2,222
NCNTY02130N02130	Ketchikan Gateway Borough, AK	970	1,102	1,450	1,944	2,470
NCNTY41027N41027	Hood River County, OR	969	1,101	1,449	2,059	2,468
NCNTY53045N53045	Mason County, WA	831	1,101	1,243	1,767	1,780
METRO49340N09015	Windham County, CT HUD Metro FMR Area	1,090	1,097	1,444	1,798	2,346
METRO11260M11260	Anchorage, AK HUD Metro FMR Area	995	1,096	1,443	2,051	2,458
METRO48300M48300	Wenatchee, WA MSA	891	1,096	1,332	1,821	2,099
NCNTY33005N33005	Cheshire County, NH	1,025	1,096	1,443	2,017	2,118
METRO39460M39460	Punta Gorda, FL MSA	994	1,095	1,357	1,929	2,311
METRO42680M42680	Sebastian-Vero Beach, FL MSA	882	1,094	1,319	1,700	2,195
METRO32900M32900	Merced, CA MSA	918	1,093	1,336	1,899	2,276
NCNTY33001N33001	Belknap County, NH	997	1,093	1,391	1,873	2,059
NCNTY48221N48221	Hood County, TX	913	1,089	1,329	1,617	1,955
METRO45220M45220	Tallahassee, FL HUD Metro FMR Area	965	1,086	1,258	1,625	1,788
METRO21660M21660	Eugene-Springfield, OR MSA	953	1,083	1,425	2,025	2,427
METRO28140M28140	Kansas City, MO-KS HUD Metro FMR Area	956	1,082	1,257	1,652	1,918
METRO39820M39820	Redding, CA MSA	951	1,081	1,423	2,022	2,424
METRO49700M49700	Yuba City, CA MSA	1,071	1,078	1,375	1,954	2,342
NCNTY02195N02195	Petersburg Borough	986	1,078	1,407	1,712	2,285
NCNTY48003N48003	Andrews County, TX	937	1,078	1,243	1,616	1,828
METRO17900M17900	Columbia, SC HUD Metro FMR Area	1,021	1,077	1,216	1,558	1,864
METRO37860M37860	Pensacola-Ferry Pass-Brent, FL MSA	1,037	1,077	1,250	1,737	2,129
METRO24340M26100	Holland-Grand Haven, MI HUD Metro FMR Area	957	1,076	1,215	1,621	1,681
METRO17660M17660	Coeur d'Alene, ID MSA	894	1,075	1,311	1,863	2,233
METRO35380M35380	New Orleans-Metairie, LA HUD Metro FMR Area	910	1,075	1,268	1,635	1,898
NCNTY08051N08051	Gunnison County, CO	1,068	1,075	1,415	1,913	2,410
METRO20700M20700	East Stroudsburg, PA MSA	1,066	1,073	1,413	1,943	2,303
METRO24340M24340	Grand Rapids-Wyoming, MI HUD Metro FMR Area	1,015	1,070	1,289	1,678	1,874
METRO39340M39340	Provo-Orem, UT MSA	1,062	1,070	1,226	1,742	2,088
METRO38860N23023	Sagadahoc County, ME HUD Metro FMR Area	870	1,069	1,301	1,777	2,123
METRO40340M40340	Rochester, MN HUD Metro FMR Area	919	1,069	1,328	1,887	2,262
NCNTY38053N38053	McKenzie County, ND	1,061	1,068	1,406	1,711	2,324
METRO44140M25011	Franklin County, MA HUD Metro FMR Area	923	1,066	1,381	1,711	1,975
METRO10540M10540	Albany, OR MSA	948	1,062	1,342	1,836	2,146
NCNTY32007N32007	Elko County, NV	931	1,062	1,393	1,874	1,952
METRO23420M23420	Fresno, CA MSA	1,053	1,060	1,337	1,883	2,156
METRO44140M44140	Springfield, MA HUD Metro FMR Area	877	1,059	1,312	1,606	1,930
NCNTY78010N78010	St. Croix Island, VI	1,038	1,059	1,293	1,574	1,737
METRO41100M41100	St. George, UT MSA	966	1,058	1,282	1,813	2,184
METRO20100M20100	Dover, DE MSA	1,049	1,055	1,267	1,801	2,029
METRO34820M34820	Myrtle Beach-North Myrtle Beach-Conway, SC HUD Metro FMR Area	1,025	1,052	1,211	1,544	1,743
NCNTY06005N06005	Amador County, CA	1,045	1,052	1,264	1,796	2,153
NCNTY06027N06027	Inyo County, CA	871	1,052	1,302	1,703	2,103
METRO25420M25420	Harrisburg-Carlisle, PA MSA	911	1,049	1,321	1,689	1,775
NCNTY06045N06045	Mendocino County, CA	1,042	1,049	1,376	1,944	2,344
METRO31460M31460	Madera, CA MSA	1,042	1,048	1,355	1,922	2,123
NCNTY02240N02240	Southeast Fairbanks Census Area, AK	929	1,047	1,325	1,768	2,136
NCNTY51099N51099	King George County, VA	954	1,045	1,286	1,828	2,191
METRO25940N45053	Jasper County, SC HUD Metro FMR Area	1,021	1,044	1,179	1,645	1,952
METRO16180M16180	Carson City, NV MSA	906	1,043	1,355	1,926	2,308
NCNTY37055N37055	Dare County, NC	970	1,042	1,221	1,667	1,831
METRO49020M49020	Winchester, VA-WV MSA	952	1,041	1,328	1,674	2,205
METRO41420M41420	Salem, OR MSA	982	1,040	1,323	1,880	2,164
NCNTY50027N50027	Windsor County, VT	891	1,040	1,196	1,627	1,633
METRO32780M32780	Medford, OR MSA	915	1,039	1,368	1,944	2,330
NCNTY53031N53031	Jefferson County, WA	942	1,039	1,174	1,668	2,000
NCNTY41007N41007	Clatsop County, OR	910	1,038	1,252	1,733	2,133
METRO47900N51157	Rappahannock County, VA HUD Metro FMR Area	1,029	1,035	1,200	1,512	1,783
NCNTY38023N38023	Divide County, ND	1,026	1,033	1,327	1,886	2,201
METRO13820M13820	Birmingham-Hoover, AL HUD Metro FMR Area	949	1,032	1,178	1,508	1,637
NCNTY50001N50001	Addison County, VT	916	1,030	1,296	1,684	1,741
NCNTY36021N36021	Columbia County, NY	987	1,029	1,196	1,504	1,607
NCNTY48007N48007	Aransas County, TX	883	1,029	1,171	1,664	1,723
NCNTY53037N53037	Kittitas County, WA	903	1,026	1,350	1,919	2,300
METRO14020MM1020	Bloomington, IN HUD Metro FMR Area	875	1,025	1,203	1,683	1,995
METRO25980M25980	Hinesville, GA HUD Metro FMR Area	1,003	1,025	1,158	1,646	1,972
METRO19820M19820	Detroit-Warren-Livonia, MI HUD Metro FMR Area	909	1,024	1,304	1,624	1,752
METRO28940M28940	Knoxville, TN HUD Metro FMR Area	955	1,024	1,244	1,621	1,908
METRO19300M19300	Daphne-Fairhope-Foley, AL MSA	1,018	1,021	1,328	1,689	2,171
NCNTY08079N08079	Mineral County, CO	1,013	1,020	1,301	1,702	2,101
METRO47460M47460	Walla Walla, WA MSA	896	1,018	1,340	1,882	2,096
METRO41700N48013	Atascosa County, TX HUD Metro FMR Area	821	1,016	1,147	1,396	1,891
NCNTY02070N02070	Dillingham Census Area, AK	938	1,016	1,338	1,628	1,797
METRO16740N37097	Iredell County, NC HUD Metro FMR Area	992	1,014	1,145	1,545	1,950
NCNTY08007N08007	Archuleta County, CO	975	1,014	1,294	1,721	2,090
NCNTY33003N33003	Carroll County, NH	827	1,014	1,237	1,641	2,029
NCNTY36039N36039	Greene County, NY	962	1,014	1,224	1,533	1,644
NCNTY50023N50023	Washington County, VT	893	1,014	1,335	1,685	1,798
METRO48060M48060	Watertown-Fort Drum, NY MSA	891	1,013	1,333	1,802	2,130
METRO10740M10740	Albuquerque, NM MSA	822	1,012	1,229	1,747	2,093
METRO28420M28420	Kennewick-Richland, WA MSA	859	1,012	1,257	1,664	2,065
NCNTY12045N12045	Gulf County, FL	1,005	1,012	1,332	1,646	2,015
NCTNY02063N02063	Chugach Census Area, AK	934	1,012	1,332	1,727	2,022
METRO16980MM3170	Grundy County, IL HUD Metro FMR Area	905	1,011	1,331	1,704	1,788
METRO17020M17020	Chico, CA MSA	959	1,011	1,331	1,892	2,267
METRO18140M18140	Columbus, OH HUD Metro FMR Area	904	1,010	1,249	1,532	1,694
METRO29460M29460	Lakeland-Winter Haven, FL MSA	1,004	1,010	1,249	1,689	2,127
METRO40380M40380	Rochester, NY HUD Metro FMR Area	891	1,009	1,260	1,533	1,693
METRO19100N48497	Wise County, TX HUD Metro FMR Area	986	1,008	1,138	1,616	1,646
METRO23540M23540	Gainesville, FL HUD Metro FMR Area	912	1,007	1,211	1,609	1,627
METRO24860M24860	Greenville-Mauldin-Easley, SC HUD Metro FMR Area	935	1,007	1,137	1,454	1,761
NCNTY50025N50025	Windham County, VT	855	1,006	1,224	1,518	1,644
NCNTY33019N33019	Sullivan County, NH	953	1,003	1,320	1,639	1,884
METRO47020M47020	Victoria, TX MSA	925	1,002	1,246	1,587	1,790
METRO16860M16860	Chattanooga, TN-GA MSA	991	1,001	1,162	1,494	1,763
METRO49340N25027	Western Worcester County, MA HUD Metro FMR Area	988	1,001	1,317	1,794	1,932
NCNTY24029N24029	Kent County, MD	993	999	1,238	1,705	2,076
METRO47580M47580	Warner Robins, GA HUD Metro FMR Area	906	998	1,127	1,530	1,808
NCNTY35028N35028	Los Alamos County, NM	917	998	1,274	1,704	2,170
NCNTY02282N02282	Yakutat City and Borough, AK	920	997	1,312	1,597	1,991
METRO26980MM3500	Iowa City, IA HUD Metro FMR Area	874	996	1,217	1,730	2,073
NCNTY02100N02100	Haines Borough, AK	919	996	1,311	1,700	1,990
NCNTY06009N06009	Calaveras County, CA	990	996	1,251	1,778	2,035
